Hostname,BIOS Serial Number,Processor,Total Physical Memory,Storage,System Model,System Manufacturer,Last Logged In User,Device Health,MAC Addresses
J5S2-NRB,5CD124J5S2,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.11207E11,HP ProBook 450 G8 Notebook PC,HP,smuchemi,All good,"00090ffe0001, 00090faa0001, ec63d7fc9082, ee63d7fc9081, ec63d7fc9081, 489ebd2cdb7b"
J5T8,5CD124J5T8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,rnzioka,All good,"489ebd2d846d, 14857f1cbf70, 16857f1cbf6f, 00090ffe0001, 14857f1cbf6f, 14857f1cbf73"
J5VC-NRB,5CD106JDD7,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,11.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,lmitchelle,All good,"401c839651f0, 421c839651ef, 00090ffe0001, 401c839651ef, 489ebd2bdea8"
J5WL,5CD124J58K,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,jgathoni,Unverified,"00090ffe0001, 8469935961e4, 00ff5ef3e715, ec63d7fe554d, ee63d7fe554c, ec63d7fe554c, ec63d7fe5550"
JDCX-NRB,5CD106JDCX,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.111022E11,HP ProBook 450 G8 Notebook PC,HP,annduta,All good,"00090ffe0001, 00090faa0001, 401c83868f04, 401c83868f03, 401c83868f07, 6c02e080d6e0"
JKFD-NRB,5CD204JKFD,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,15.68 GB,C:\ 5.110492E11,HP ProBook 450 G8 Notebook PC,HP,rtank,Unverified,"00ff4a50b9ee, f057a6bbfab3, f257a6bbfab2, 00090ffe0001, f057a6bbfab2, c018035b0ec1"
JKFD-NRB,5CD204JKFD,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,15.68 GB,C:\ 5.110492E11,HP ProBook 450 G8 Notebook PC,HP,rtank,All good,"00ff4a50b9ee, f057a6bbfab3, 00090ffe0001, f057a6bbfab2, c018035b0ec1"
JS67-NRB,5CD231JS67,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109989E11,HP ProBook 450 G8 Notebook PC,HP,mkimani,All good,"f89e9430376c, 5c60babd202b, 00090ffe0001, f89e9430376b, f89e9430376f"
JS7N-NRB,5CD231JS7N,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,gsehmi,Unverified,"5c60babd1eab, f89e9430eefa, 00090ffe0001, f89e9430eef9"
JS9V-NRB,5CD231JS9V,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110225E11,HP ProBook 450 G8 Notebook PC,HP,fmwangi,Unverified,"00090faa0001, f89e943a6025, 00090ffe0001, f89e943a6024, 5c60babd2199"
JSFY-NRB,5CD231JSFY,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,swanyama,Critical,"546ceb1a5da2, 00090ffe0001, 546ceb1a5da1, 5c60babd1d9c"
JSHC-NRB,5CD231JSHC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.110765E11,HP ProBook 450 G8 Notebook PC,HP,cwanjira,Critical,"546ceb1071b6, 00090ffe0001, 546ceb1071b5, 5c60babd1d44"
KAMUKAMAH-KLA,MXL4520PQ0,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz,7.93 GB,"C:\ 2.179059E11, D:\ 2.936002E11",HP EliteBook 840 G1,Hewlett-Packard,hkamukama,All good,"a0d3c19c842a, 4851b713cf0a, 00090ffe0001, 4851b713cf09"
KASONGO,1T78GT2,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz,7.82 GB,C:\ 2.65555E11,OptiPlex 3060,Dell Inc.,administrator,Critical,8cec4bcc7881
KATTOH-KLA,5CG91026TV,Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz,7.84 GB,C:\ 2.549067E11,HP EliteBook 830 G5,HP,hkatto,Unverified,"c465160e2c63, 00090faa0001, d43b042dc2ac, d63b042dc2ab, 00090ffe0001, d43b042dc2ab"
KATUMWA-KLA,YX0B1151,Intel(R) Core(TM) Ultra 7 155U,15.43 GB,"C:\ 5.161678E11, D:\ 5.056527E11",83DJ,LENOVO,pkatumwa,All good,"00090ffe0001, dc454616781d, de454616781c, dc454616781c, 000000000000"
KIFARU20,4952-5840-0192-5203-6727-8633-58,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,7.81 GB,"C:\ 3.139961E11, D:\ 1.83291E12",Virtual Machine,Microsoft Corporation,No Data,Critical,00155d011300
KIMAKAF-KLA,5CG7313BTC,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,7.87 GB,C:\ 2.554132E11,HP EliteBook 840 G4,HP,fkimaka,All good,"00090ffe0001, 00090faa0001, 1860244914a4, f496340054cf, f696340054ce, f496340054ce"
KISEKAP-KLA,5CG0111GF0,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,7.81 GB,"C:\ 1.197352E11, D:\ 1.341695E11",HP EliteBook 830 G6,HP,pkiseka,Unverified,"00090ffe0001, 00090faa0001, 3822e2c69ff6, 5c80b6f570cc, 5c80b6f570cb"
KIWI2,CZJ72801HH,Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,31.87 GB,"C:\ 2.177191E12, D:\ 2.627833E12, E:\ 2.195616E12, G:\ 4.000767E12, H:\ 2.000397E12",ProLiant DL380 Gen9,HP,No Data,Needs attention,"f403433d0da0, f403433d0da2, f403433d0da3, f403433d0da1, 000000000000, 000000000000, 000000000000, 000000000000"
KOBUSINGEN,FBST183,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,15.74 GB,"C:\ 1.229708E11, D:\ 1.313069E11",Latitude 7400 2-in-1,Dell Inc.,nkobusinge,All good,"00090faa0001, 60f26248fce3, 62f26248fce2, 00090ffe0001, 60f26248fce2"
